user,group,device,ip,Login Time,timedelta to previous same user,timedelta to previous same group,timedelta to previous same device,timedelta to previous same ip,timedelta to previous same user-group,timedelta to previous same user-device,timedelta to previous same user-ip,timedelta to previous same group-device,timedelta to previous same group-ip,timedelta to previous same device-ip,timedelta to previous same user-group-device,timedelta to previous same user-group-ip,timedelta to previous same user-device-ip,timedelta to previous same group-device-ip
136,10,113,151,2023-01-01 13:17:46.185012866,17992.322,203.17352,1543.4286,17992.322,17992.322,,17992.322,3730.3123,17992.322,,,17992.322,,
67,3,10,76,2023-01-01 13:21:54.932441171,17553.39,418.5297,2170.9712,17553.39,17553.39,,17553.39,2170.9712,17553.39,,,17553.39,,
3,10,1,52,2023-01-01 13:23:56.329412227,17633.006,370.1444,17633.006,17633.006,17633.006,17633.006,17633.006,17633.006,17633.006,17633.006,17633.006,17633.006,17633.006,17633.006
11,3,44,94,2023-01-01 13:26:32.496154207,7386.6016,277.56372,1469.2511,7386.6016,7386.6016,,7386.6016,4723.4956,7386.6016,,,7386.6016,,
46,9,106,154,2023-01-01 13:27:37.000565395,15764.426,13593.939,15764.426,15764.426,15764.426,15764.426,15764.426,15764.426,15764.426,15764.426,15764.426,15764.426,15764.426,15764.426
28,3,169,9,2023-01-01 13:34:14.307052436,17630.438,461.8109,1157.9043,17630.438,17630.438,,17630.438,1157.9043,17630.438,,,17630.438,,
5,3,113,5,2023-01-01 13:35:23.248781930,17160.494,68.94173,1057.0637,17160.494,17160.494,,17160.494,6158.4253,17160.494,,,17160.494,,
145,3,105,40,2023-01-01 13:35:41.617789038,2054.4097,18.369007,16255.84,2054.4097,2054.4097,16255.84,2054.4097,16255.84,2054.4097,16255.84,16255.84,2054.4097,16255.84,16255.84
64,10,60,113,2023-01-01 13:35:57.013121639,3112.294,720.6837,15795.735,3112.294,3112.294,15795.735,3112.294,15795.735,3112.294,15795.735,15795.735,3112.294,15795.735,15795.735
105,3,138,42,2023-01-01 13:38:04.483680322,10032.476,142.86589,10032.476,10032.476,10032.476,10032.476,10032.476,10032.476,10032.476,10032.476,10032.476,10032.476,10032.476,10032.476
89,10,113,103,2023-01-01 13:38:25.297982160,15967.673,148.28487,182.0492,15967.673,15967.673,,15967.673,1239.1129,15967.673,,,15967.673,,
91,2,96,61,2023-01-01 13:38:33.826745056,20203.041,2996.1174,20203.041,20203.041,20203.041,20203.041,20203.041,20203.041,20203.041,20203.041,20203.041,20203.041,20203.041,20203.041
21,10,169,148,2023-01-01 13:40:09.405574179,3047.9768,104.10759,355.0985,3047.9768,3047.9768,,3047.9768,,3047.9768,,,3047.9768,,
36,3,64,127,2023-01-01 13:40:54.127824727,14516.844,169.64415,1595.4198,14516.844,14516.844,,14516.844,1595.4198,14516.844,,,14516.844,,
68,8,44,93,2023-01-01 13:44:11.791071078,8552.28,3152.6035,1059.2949,8552.28,8552.28,,8552.28,36485.43,8552.28,,,8552.28,,
81,10,113,152,2023-01-01 13:45:15.515605227,6208.934,306.11002,410.21762,6208.934,6208.934,,6208.934,410.21762,6208.934,,,6208.934,,
76,8,128,43,2023-01-01 13:45:39.465366582,6020.3706,87.67429,19439.918,6020.3706,6020.3706,19439.918,6020.3706,19439.918,6020.3706,19439.918,19439.918,6020.3706,19439.918,19439.918
131,4,171,84,2023-01-01 13:46:00.131373429,4483.0854,4126.9775,4483.0854,4483.0854,4483.0854,4483.0854,4483.0854,4483.0854,4483.0854,4483.0854,4483.0854,4483.0854,4483.0854,4483.0854
84,10,120,97,2023-01-01 13:52:15.742254182,13823.653,420.22665,4895.3936,13823.653,13823.653,,13823.653,4895.3936,13823.653,,,13823.653,,
78,10,143,55,2023-01-01 14:04:08.838577567,7885.5083,713.0963,7885.5083,7885.5083,7885.5083,7885.5083,7885.5083,7885.5083,7885.5083,7885.5083,7885.5083,7885.5083,7885.5083,7885.5083
58,10,64,116,2023-01-01 14:06:02.461250558,5722.113,113.62267,1508.3334,5722.113,5722.113,,5722.113,15368.593,5722.113,,,5722.113,,
61,3,10,135,2023-01-01 14:07:38.872389001,21659.998,1604.7445,2743.94,21659.998,21659.998,,21659.998,2743.94,21659.998,,,21659.998,,
108,10,46,118,2023-01-01 14:09:42.725335357,21233.414,220.26408,20223.193,21233.414,21233.414,,21233.414,,21233.414,,,21233.414,,
32,1,170,147,2023-01-01 14:12:22.852359314,4820.0957,4820.0957,23459.064,4820.0957,4820.0957,23459.064,4820.0957,23459.064,4820.0957,23459.064,23459.064,4820.0957,23459.064,23459.064
67,3,9,76,2023-01-01 14:14:22.368096806,3147.4355,403.4957,20700.826,3147.4355,3147.4355,20700.826,3147.4355,20700.826,3147.4355,20700.826,20700.826,3147.4355,20700.826,20700.826
131,4,171,84,2023-01-01 14:17:37.743618174,1897.6123,1897.6123,1897.6123,1897.6123,1897.6123,1897.6123,1897.6123,1897.6123,1897.6123,1897.6123,1897.6123,1897.6123,1897.6123,1897.6123
40,3,48,88,2023-01-01 14:19:25.299178595,22802.326,302.9311,19781.781,22802.326,22802.326,,22802.326,,22802.326,,,22802.326,,
88,7,161,28,2023-01-01 14:21:34.702562629,6947.677,6947.677,,6947.677,6947.677,,6947.677,,6947.677,,,6947.677,,
72,3,113,114,2023-01-01 14:24:41.613126526,5163.04,316.31393,2366.0974,5163.04,5163.04,,5163.04,2958.3643,5163.04,,,5163.04,,
112,3,2,71,2023-01-01 14:25:00.744605010,18660.83,19.13148,5013.5366,18660.83,18660.83,,18660.83,5013.5366,18660.83,,,18660.83,,
7,10,64,130,2023-01-01 14:26:39.672609501,7863.8,1016.94727,1237.2113,7863.8,7863.8,,7863.8,1237.2113,7863.8,,,7863.8,,
69,3,44,83,2023-01-01 14:26:46.355699036,18526.754,105.61109,2554.5647,18526.754,18526.754,,18526.754,3613.8596,18526.754,,,18526.754,,
85,8,115,91,2023-01-01 14:31:51.625123682,9505.526,2772.1597,11574.221,9505.526,9505.526,,9505.526,11574.221,9505.526,,,9505.526,,
84,10,10,97,2023-01-01 14:34:26.792961209,2531.0508,467.12036,1607.9205,2531.0508,2531.0508,,2531.0508,9276.473,2531.0508,,,2531.0508,,
50,3,113,17,2023-01-01 14:38:17.556828331,18350.9,691.2011,815.9437,18350.9,18350.9,,18350.9,815.9437,18350.9,,,18350.9,,
3,10,1,52,2023-01-01 14:42:43.745696092,4727.4165,496.95273,4727.4165,4727.4165,4727.4165,4727.4165,4727.4165,4727.4165,4727.4165,4727.4165,4727.4165,4727.4165,4727.4165,4727.4165
121,10,12,141,2023-01-01 14:43:10.763430814,21596.531,27.017735,21596.531,21596.531,21596.531,21596.531,21596.531,21596.531,21596.531,21596.531,21596.531,21596.531,21596.531,21596.531
145,3,11,40,2023-01-01 14:54:29.842703682,4728.225,972.2859,6951.2695,4728.225,4728.225,,4728.225,6951.2695,4728.225,,,4728.225,,
59,10,11,62,2023-01-01 14:58:27.570307560,8313.824,916.8069,237.7276,8313.824,8313.824,,8313.824,11667.955,8313.824,,,8313.824,,
40,3,120,88,2023-01-01 14:59:13.240537882,2387.9414,283.39783,4017.4983,2387.9414,2387.9414,,2387.9414,,2387.9414,,,2387.9414,,
12,8,98,106,2023-01-01 15:03:02.183702937,25246.143,1870.5586,25246.143,25246.143,25246.143,25246.143,25246.143,25246.143,25246.143,25246.143,25246.143,25246.143,25246.143,25246.143
30,2,22,10,2023-01-01 15:08:48.003742022,8410.294,5414.177,26669.49,8410.294,8410.294,,8410.294,,8410.294,,,8410.294,,
59,10,44,62,2023-01-01 15:10:39.888129520,732.3178,732.3178,2633.5325,732.3178,732.3178,,732.3178,7716.643,732.3178,,,732.3178,,
97,2,2,120,2023-01-01 15:11:55.413450614,14414.739,187.40971,2814.669,14414.739,14414.739,,14414.739,,14414.739,,,14414.739,,
112,3,71,71,2023-01-01 15:14:04.140360859,2943.3958,890.89984,,2943.3958,2943.3958,,2943.3958,,2943.3958,,,2943.3958,,
72,3,41,114,2023-01-01 15:14:41.539913786,2999.9268,37.39955,20936.096,2999.9268,2999.9268,20936.096,2999.9268,20936.096,2999.9268,20936.096,20936.096,2999.9268,20936.096,20936.096
1,3,2,31,2023-01-01 15:14:44.428242341,7225.72,2.8883286,169.01479,7225.72,7225.72,,7225.72,2983.6836,7225.72,,,7225.72,,
137,8,113,117,2023-01-01 15:18:05.294231999,14347.89,903.11053,2387.7373,14347.89,14347.89,,14347.89,8786.106,14347.89,,,14347.89,,
83,3,169,95,2023-01-01 15:31:22.630694229,23434.4,998.20245,6673.225,23434.4,23434.4,,23434.4,7028.3237,23434.4,,,23434.4,,
50,3,31,17,2023-01-01 15:35:35.863557444,3438.3066,253.23286,21789.207,3438.3066,3438.3066,21789.207,3438.3066,21789.207,3438.3066,21789.207,21789.207,3438.3066,21789.207,21789.207
62,3,115,144,2023-01-01 15:35:51.416566279,13386.593,15.553009,3839.7915,13386.593,13386.593,,13386.593,,13386.593,,,13386.593,,
61,3,13,135,2023-01-01 15:37:12.923324010,5374.051,81.50676,27034.049,5374.051,5374.051,27034.049,5374.051,27034.049,5374.051,27034.049,27034.049,5374.051,27034.049,27034.049
40,3,90,88,2023-01-01 15:37:23.514716786,2290.2742,10.5913925,16142.609,2290.2742,2290.2742,,2290.2742,,2290.2742,,,2290.2742,,
16,1,167,46,2023-01-01 15:46:44.385089868,,5661.5327,18628.938,,,,,,,,,,,
23,8,86,100,2023-01-01 15:47:07.833808386,,1742.5396,,,,,,,,,,,,
92,10,2,1,2023-01-01 15:47:22.782241517,14330.637,2202.894,1958.354,14330.637,14330.637,,14330.637,10681.354,14330.637,,,14330.637,,
2,4,113,128,2023-01-01 15:59:25.647249924,12132.493,6107.904,2480.353,12132.493,12132.493,,12132.493,,12132.493,,,12132.493,,
150,8,20,104,2023-01-01 16:01:06.511208430,,838.6774,14359.93,,,,,,,,,,,
81,10,57,152,2023-01-01 16:01:50.853568406,8195.338,868.07135,24601.828,8195.338,8195.338,24601.828,8195.338,24601.828,8195.338,24601.828,24601.828,8195.338,24601.828,24601.828
19,1,7,21,2023-01-01 16:03:49.840118916,,1025.4551,,,,,,,,,,,,
77,8,166,79,2023-01-01 16:07:45.978643932,,399.46744,,,,,,,,,,,,
146,8,103,22,2023-01-01 16:11:15.463893330,,209.48524,19496.834,,,,,,,,,,,
63,3,113,11,2023-01-01 16:14:05.166517512,12514.886,2201.6519,879.5193,12514.886,12514.886,,12514.886,5747.61,12514.886,,,12514.886,,
18,10,2,81,2023-01-01 16:15:13.320068473,22121.191,802.4665,1670.5378,22121.191,22121.191,,22121.191,1670.5378,22121.191,,,22121.191,,
83,3,115,95,2023-01-01 16:16:48.701859650,2726.071,163.53534,2457.2854,2726.071,2726.071,,2726.071,2457.2854,2726.071,,,2726.071,,
147,8,80,110,2023-01-01 16:16:54.235386408,,338.77148,,,,,,,,,,,,
96,6,14,13,2023-01-01 16:17:10.176975198,,,,,,,,,,,,,,
107,8,8,25,2023-01-01 16:25:55.850410566,,541.61505,,,,,,,,,,,,
62,3,120,144,2023-01-01 16:28:49.402630538,3177.986,720.70074,5376.162,3177.986,3177.986,,3177.986,5376.162,3177.986,,,3177.986,,
2,4,64,128,2023-01-01 16:31:03.876285593,1898.229,1898.229,7464.2036,1898.229,1898.229,,1898.229,,1898.229,,,1898.229,,
51,10,2,59,2023-01-01 16:31:45.933708912,28549.387,992.61365,992.61365,28549.387,28549.387,,28549.387,992.61365,28549.387,,,28549.387,,
49,10,42,137,2023-01-01 16:36:01.381943666,27401.3,255.44824,27401.3,27401.3,27401.3,27401.3,27401.3,27401.3,27401.3,27401.3,27401.3,27401.3,27401.3,27401.3
83,3,15,95,2023-01-01 16:42:04.573426165,1515.8716,795.1708,27676.344,1515.8716,1515.8716,27676.344,1515.8716,27676.344,1515.8716,27676.344,27676.344,1515.8716,27676.344,27676.344
99,6,73,157,2023-01-01 16:46:29.017826592,,1758.8408,,,,,,,,,,,,
40,3,131,88,2023-01-01 16:48:06.342732429,4242.828,361.76932,,4242.828,4242.828,,4242.828,,4242.828,,,4242.828,,
14,10,169,123,2023-01-01 16:49:43.962162032,29527.404,822.5802,4701.3315,29527.404,29527.404,,29527.404,11374.557,29527.404,,,29527.404,,
49,10,113,137,2023-01-01 17:03:59.393786211,1678.0118,855.43164,2994.2273,1678.0118,1678.0118,,1678.0118,11923.878,1678.0118,,,1678.0118,,
104,7,151,44,2023-01-01 17:06:40.031736588,,9905.329,,,,,,,,,,,,
123,1,78,126,2023-01-01 17:07:14.871435546,,3805.0312,,,,,,,,,,,,
82,1,114,65,2023-01-01 17:16:27.774999072,,552.90356,,,,,,,,,,,,
19,1,7,21,2023-01-01 17:21:31.706713824,4661.8667,303.9317,4661.8667,4661.8667,4661.8667,4661.8667,4661.8667,4661.8667,4661.8667,4661.8667,4661.8667,4661.8667,4661.8667,4661.8667
135,9,84,112,2023-01-01 17:24:20.382013728,,14203.382,,,,,,,,,,,,
66,1,165,143,2023-01-01 17:26:27.497814168,,295.7911,,,,,,,,,,,,
82,1,44,65,2023-01-01 18:01:17.678036572,2689.903,2090.1802,10237.79,2689.903,2689.903,,2689.903,,2689.903,,,2689.903,,
107,8,165,25,2023-01-01 18:30:01.613699771,7445.763,7445.763,3814.116,7445.763,7445.763,,7445.763,,7445.763,,,7445.763,,
19,1,11,21,2023-01-01 18:37:57.415154813,4585.7085,2199.737,13169.845,4585.7085,4585.7085,,4585.7085,58877.39,4585.7085,,,4585.7085,,
70,1,134,63,2023-01-01 18:46:08.980108944,,491.56494,,,,,,,,,,,,
100,7,58,108,2023-01-01 19:37:39.737970698,68072.47,9059.706,40710.25,68072.47,68072.47,,68072.47,,68072.47,,,68072.47,,
99,6,1,157,2023-01-01 20:11:29.142291068,12300.124,12300.124,19725.396,12300.124,12300.124,,12300.124,,12300.124,,,12300.124,,
19,1,7,21,2023-01-01 20:16:11.331237635,5893.916,5402.351,10479.625,5893.916,5893.916,10479.625,5893.916,10479.625,5893.916,10479.625,10479.625,5893.916,10479.625,10479.625
66,1,165,143,2023-01-01 20:20:55.446631932,10467.949,284.1154,6653.833,10467.949,10467.949,10467.949,10467.949,10467.949,10467.949,10467.949,10467.949,10467.949,10467.949,10467.949
147,8,44,110,2023-01-01 20:21:15.847732577,14661.612,6674.234,8398.17,14661.612,14661.612,,14661.612,23824.057,14661.612,,,14661.612,,
19,1,152,21,2023-01-01 20:34:55.269316182,1123.9381,839.8227,30100.709,1123.9381,1123.9381,,1123.9381,,1123.9381,,,1123.9381,,
99,6,134,157,2023-01-01 21:05:58.208252475,3269.066,3269.066,8389.229,3269.066,3269.066,,3269.066,,3269.066,,,3269.066,,
16,1,10,46,2023-01-01 22:04:27.417791382,22663.033,5372.1484,27000.625,22663.033,22663.033,,22663.033,38870.918,22663.033,,,22663.033,,
66,1,165,143,2023-01-01 22:56:54.011862207,9358.565,3146.594,9358.565,9358.565,9358.565,9358.565,9358.565,9358.565,9358.565,9358.565,9358.565,9358.565,9358.565,9358.565
99,6,60,157,2023-01-01 23:07:42.825859902,7304.6177,7304.6177,34305.812,7304.6177,7304.6177,,7304.6177,,7304.6177,,,7304.6177,,
107,8,95,25,2023-01-01 23:11:57.870247546,16916.256,10242.022,53567.875,16916.256,16916.256,,16916.256,,16916.256,,,16916.256,,
19,1,7,21,2023-01-01 23:47:28.138367246,11552.869,3034.1265,12676.808,11552.869,11552.869,12676.808,11552.869,12676.808,11552.869,12676.808,12676.808,11552.869,12676.808,12676.808
85,8,71,91,2023-01-01 23:53:19.469212518,33687.844,2481.5989,31155.328,33687.844,33687.844,,33687.844,,33687.844,,,33687.844,,
23,8,86,100,2023-01-01 23:57:59.458334226,29451.625,279.98914,29451.625,29451.625,29451.625,29451.625,29451.625,29451.625,29451.625,29451.625,29451.625,29451.625,29451.625,29451.625
118,8,90,78,2023-01-02 00:01:24.981999654,66649.11,205.52367,30241.467,66649.11,66649.11,84239.25,66649.11,84239.25,66649.11,84239.25,84239.25,66649.11,84239.25,84239.25
27,8,147,138,2023-01-02 00:02:45.654294420,64854.63,80.672295,75007.35,64854.63,64854.63,75007.35,64854.63,75007.35,64854.63,75007.35,75007.35,64854.63,75007.35,75007.35
127,8,37,77,2023-01-02 00:10:18.703858746,57614.848,453.04956,57614.848,57614.848,57614.848,57614.848,57614.848,57614.848,57614.848,57614.848,57614.848,57614.848,57614.848,57614.848
100,7,155,108,2023-01-02 00:10:43.821043932,16384.084,16384.084,84456.555,16384.084,16384.084,84456.555,16384.084,84456.555,16384.084,84456.555,84456.555,16384.084,84456.555,84456.555
66,1,165,143,2023-01-02 00:19:16.626597000,4942.6147,1908.4883,4942.6147,4942.6147,4942.6147,4942.6147,4942.6147,4942.6147,4942.6147,4942.6147,4942.6147,4942.6147,4942.6147,4942.6147
70,1,134,63,2023-01-02 00:24:44.512492278,20315.533,327.8859,11926.305,20315.533,20315.533,20315.533,20315.533,20315.533,20315.533,20315.533,20315.533,20315.533,20315.533,20315.533
52,1,64,4,2023-01-02 00:31:17.359349394,60033.5,392.84686,28813.482,60033.5,60033.5,,60033.5,,60033.5,,,60033.5,,
88,7,27,28,2023-01-02 00:34:24.153051516,36769.45,1420.332,43717.13,36769.45,36769.45,43717.13,36769.45,43717.13,36769.45,43717.13,43717.13,36769.45,43717.13,43717.13
82,1,114,65,2023-01-02 00:35:17.162352360,23639.484,239.80301,26329.387,23639.484,23639.484,26329.387,23639.484,26329.387,23639.484,26329.387,26329.387,23639.484,26329.387,26329.387
96,6,14,13,2023-01-02 00:38:04.947112427,30054.77,5422.121,30054.77,30054.77,30054.77,30054.77,30054.77,30054.77,30054.77,30054.77,30054.77,30054.77,30054.77,30054.77
147,8,80,110,2023-01-02 00:40:33.589304754,15557.741,1814.8855,30219.354,15557.741,15557.741,30219.354,15557.741,30219.354,15557.741,30219.354,30219.354,15557.741,30219.354,30219.354
52,1,81,4,2023-01-02 00:41:58.967971980,641.60864,401.80563,60675.11,641.60864,641.60864,60675.11,641.60864,60675.11,641.60864,60675.11,60675.11,641.60864,60675.11,60675.11
137,8,48,117,2023-01-02 00:48:49.719117912,34244.426,496.12982,37764.42,34244.426,34244.426,57546.2,34244.426,57546.2,34244.426,57546.2,57546.2,34244.426,57546.2,57546.2
79,8,113,8,2023-01-02 01:16:50.973702247,76294.01,1681.2546,29571.58,76294.01,76294.01,,76294.01,35925.68,76294.01,,,76294.01,,
82,1,113,65,2023-01-02 01:34:04.321063730,3527.1587,3125.353,1033.3474,3527.1587,3527.1587,,3527.1587,45721.566,3527.1587,,,3527.1587,,
79,8,4,8,2023-01-02 01:38:52.598706540,1321.625,1321.625,86945.92,1321.625,1321.625,86945.92,1321.625,86945.92,1321.625,86945.92,86945.92,1321.625,86945.92,86945.92
137,8,169,117,2023-01-02 01:59:55.031162341,4265.312,1262.4325,33011.07,4265.312,4265.312,,4265.312,73759.164,4265.312,,,4265.312,,
82,1,64,65,2023-01-02 02:27:42.012021393,3217.691,3217.691,6984.653,3217.691,3217.691,,3217.691,6984.653,3217.691,,,3217.691,,
70,1,134,63,2023-01-02 02:31:40.330426507,7615.818,238.3184,7615.818,7615.818,7615.818,7615.818,7615.818,7615.818,7615.818,7615.818,7615.818,7615.818,7615.818,7615.818
27,8,44,138,2023-01-02 02:36:39.550676611,9233.896,2204.5195,22523.703,9233.896,9233.896,,9233.896,22523.703,9233.896,,,9233.896,,
70,1,134,63,2023-01-02 03:13:33.714486065,2513.384,2513.384,2513.384,2513.384,2513.384,2513.384,2513.384,2513.384,2513.384,2513.384,2513.384,2513.384,2513.384,2513.384
23,8,146,100,2023-01-02 03:19:27.866905987,12088.408,2568.3162,,12088.408,12088.408,,12088.408,,12088.408,,,12088.408,,
66,1,2,143,2023-01-02 03:39:52.884467154,12036.258,1579.1699,40086.95,12036.258,12036.258,,12036.258,,12036.258,,,12036.258,,
27,8,113,138,2023-01-02 03:54:50.961683801,4691.411,2123.0947,8446.641,4691.411,4691.411,,4691.411,9479.988,4691.411,,,4691.411,,
118,8,64,78,2023-01-02 04:03:48.565975766,14543.584,537.6043,5766.5537,14543.584,14543.584,,14543.584,81351.76,14543.584,,,14543.584,,
23,8,86,100,2023-01-02 04:08:40.994807340,2953.128,292.42883,15041.536,2953.128,2953.128,15041.536,2953.128,15041.536,2953.128,15041.536,15041.536,2953.128,15041.536,15041.536
100,7,70,108,2023-01-02 04:15:55.345355312,14711.524,13291.192,71861.06,14711.524,14711.524,,14711.524,,14711.524,,,14711.524,,
127,8,2,77,2023-01-02 04:25:42.961670787,15324.258,1021.96686,2750.0771,15324.258,15324.258,,15324.258,80631.94,15324.258,,,15324.258,,
52,1,64,4,2023-01-02 04:26:32.730215404,13473.763,2799.8457,1364.1642,13473.763,13473.763,14115.371,13473.763,7130.7183,13473.763,14115.371,14115.371,13473.763,14115.371,14115.371
137,8,10,117,2023-01-02 04:29:21.638647298,8966.607,218.67697,23094.22,8966.607,8966.607,,8966.607,57474.82,8966.607,,,8966.607,,
82,1,114,65,2023-01-02 05:02:19.943686981,9277.932,2147.2134,16022.781,9277.932,9277.932,16022.781,9277.932,16022.781,9277.932,16022.781,16022.781,9277.932,16022.781,16022.781
66,1,120,143,2023-01-02 05:35:07.188481249,6914.304,1967.2448,47177.785,6914.304,6914.304,,6914.304,,6914.304,,,6914.304,,
23,8,66,100,2023-01-02 05:39:58.538364468,5477.5435,4236.9,107316.57,5477.5435,5477.5435,,5477.5435,,5477.5435,,,5477.5435,,
147,8,17,110,2023-01-02 05:54:04.520686510,18810.932,845.9823,,18810.932,18810.932,,18810.932,,18810.932,,,18810.932,,
35,10,64,68,2023-01-02 05:57:35.130204754,,46415.74,5462.4,,,,,55855.457,,,,,,
23,8,64,100,2023-01-02 06:15:02.086374950,2103.548,1257.5657,1046.9562,2103.548,2103.548,,2103.548,7873.5205,2103.548,,,2103.548,,
118,8,2,78,2023-01-02 06:16:03.701041543,7935.1353,61.614666,6620.7393,7935.1353,7935.1353,,7935.1353,6620.7393,7935.1353,,,7935.1353,,
12,8,54,106,2023-01-02 06:22:57.182935025,55195.0,413.4819,68371.29,55195.0,55195.0,,55195.0,,55195.0,,,55195.0,,
70,1,10,63,2023-01-02 06:43:16.400674936,12582.687,4089.2122,8034.762,12582.687,12582.687,,12582.687,31128.982,12582.687,,,12582.687,,
2,4,115,128,2023-01-02 06:50:36.462655663,51572.586,51572.586,52427.76,51572.586,51572.586,,51572.586,,51572.586,,,51572.586,,
100,7,151,108,2023-01-02 06:52:34.504859313,9399.159,9399.159,49554.473,9399.159,9399.159,,9399.159,49554.473,9399.159,,,9399.159,,
97,2,66,120,2023-01-02 06:53:43.552268354,56508.14,56508.14,4425.0137,56508.14,56508.14,,56508.14,,56508.14,,,56508.14,,
80,3,2,64,2023-01-02 07:06:27.949192787,,51501.605,3024.248,,,,,57103.52,,,,,,
100,7,6,108,2023-01-02 07:09:13.695694637,999.19086,999.19086,82835.28,999.19086,999.19086,,999.19086,,999.19086,,,999.19086,,
15,10,2,51,2023-01-02 07:26:30.139984887,83969.09,5335.01,1202.1908,83969.09,83969.09,,83969.09,53684.207,83969.09,,,83969.09,,
91,2,146,61,2023-01-02 07:35:20.804727222,64606.977,2497.2524,15352.9375,64606.977,64606.977,,64606.977,,64606.977,,,64606.977,,
80,3,45,64,2023-01-02 07:43:20.633838974,2212.6846,2212.6846,,2212.6846,2212.6846,,2212.6846,,2212.6846,,,2212.6846,,
41,3,76,132,2023-01-02 07:45:10.548625896,83605.37,109.91479,83605.37,83605.37,83605.37,83605.37,83605.37,83605.37,83605.37,83605.37,83605.37,83605.37,83605.37,83605.37
137,8,120,117,2023-01-02 07:45:13.674782712,11752.036,4936.4917,7806.4863,11752.036,11752.036,,11752.036,70794.58,11752.036,,,11752.036,,
125,3,23,60,2023-01-02 07:48:18.988774026,85494.0,188.44016,85494.0,85494.0,85494.0,85494.0,85494.0,85494.0,85494.0,85494.0,85494.0,85494.0,85494.0,85494.0
96,6,14,13,2023-01-02 07:50:56.197291374,25971.25,25971.25,25971.25,25971.25,25971.25,25971.25,25971.25,25971.25,25971.25,25971.25,25971.25,25971.25,25971.25,25971.25
108,10,108,118,2023-01-02 07:51:54.953641716,63732.227,1524.8136,84965.64,63732.227,63732.227,84965.64,63732.227,84965.64,63732.227,84965.64,84965.64,63732.227,84965.64,84965.64
57,1,148,102,2023-01-02 07:52:35.472728922,82397.01,4159.0723,82397.01,82397.01,82397.01,82397.01,82397.01,82397.01,82397.01,82397.01,82397.01,82397.01,82397.01,82397.01
17,3,127,124,2023-01-02 07:53:39.547353144,,320.5586,,,,,,,,,,,,
15,10,59,51,2023-01-02 07:59:45.597968232,1995.458,470.64432,85964.555,1995.458,1995.458,85964.555,1995.458,85964.555,1995.458,85964.555,85964.555,1995.458,85964.555,85964.555
92,10,49,1,2023-01-02 08:00:28.283328972,58385.5,42.68536,80735.695,58385.5,58385.5,84679.1,58385.5,84679.1,58385.5,84679.1,84679.1,58385.5,84679.1,84679.1
73,10,164,101,2023-01-02 08:01:24.670279458,67621.66,56.38695,67621.66,67621.66,67621.66,67621.66,67621.66,67621.66,67621.66,67621.66,67621.66,67621.66,67621.66,67621.66
69,3,51,83,2023-01-02 08:03:37.161236316,63410.805,597.6139,81937.56,63410.805,63410.805,81937.56,63410.805,81937.56,63410.805,81937.56,81937.56,63410.805,81937.56,81937.56
22,10,53,3,2023-01-02 08:08:07.390848546,,402.72058,,,,,,,,,,,,
129,9,144,15,2023-01-02 08:08:59.805345360,80876.74,53079.42,80876.74,80876.74,80876.74,80876.74,80876.74,80876.74,80876.74,80876.74,80876.74,80876.74,80876.74,80876.74
